date,description,counterparty,debit,credit,balance,account,category
2024-09-28,Delivery charges,TCS Courier,26932,0,-21251323,Bank,Freight & Conveyance
2024-09-29,papero stock,City Freixght,1931,0,-15593908,Cash,Office Supplies
2024-09-29,Office furniture,Regular Clieant,4433,0,-19509353,Bank,Office Supplies
2024-09-29,Drum repair materials,City Freight,18277,0,-25829330,Bank,Refurbishing Costs
2024-09-29,Steeli drum sale,Al-Baraka Bank,0,147959,-11454407,Cash,Sales - Steel Drums
2024-09-29,Refurbished steel drums invoice,Meezan Bank,0,80571,3102841,Cash,Sales - Refurbished Drums
2024-09-29,Sundry charges,TCS Courier,1666,0,-18700484,Bank,Miscellaneous
2024-09-29,Sold IBC tanks,City Freight,0,492622,7082610,Bank,Sales - IBC Tanks
2024-09-29,Refurbished steel drums invoice,HTG Petro,0,83478,-8126543,Cash,Sales - Refurbished Drums
2024-09-29,Paper stonck,Pakistan Drums Co,5185,0,-989733,Bank,Office Supplies
2024-09-29,Sundry charges,Punjab Chemicals,4264,0,-13488346,Cash,Miscellaneous
2024-09-29,Drum refurbishing labour,Habib Bank,45733,0,4689189,Cash,Refurbishing Costs
2024-09-29,Gas ckharges,Habib Bank,4325,0,-24850181,Cash,Utilities
2024-09-29,nNotebook order,City Freight,10860,0,-19129081,Cash,Office Supplies
2024-09-29,Delivery charges,bank al falah,20914,0,-20720414,Cash,Freight & Conveyance
2024-09-29,Bank service charges,Local Supplier,1984,0,-9994245,Bank,Bank Charges
2024-09-30,IBC wtank procurement,Pakistan Drums Co,683734,0,-15333506,Bank,Purchases - IBC Tanks
2024-09-30,offfice rent,Pakistan Drums Co,40299,0,-1069833,Cash,Rent
2024-09-30,Miscellaneous expense,Meezan Bank,4307,0,-4714719,Cash,Miscellaneous
2024-09-30,IBC tank procurement,Localv Supplier,182271,0,-10628704,Cash,Purchases - IBC Tanks
2024-09-30,Sold plastic drums,City Freight,0,90441,-2841222,Cash,Sales - Plastic Drums
2024-09-30,Stationery purchase,Metro Traders,14380,0,-9652637,Cash,Office Supplies
2024-09-30,Steel drum sale,Bank Al Falah,0,312025,7647613,Cash,Sales - Steel Drums
2024-09-30,Plastic drums delivered,Metro Traders,0,99019,-11713199,Cash,Sales - Plastic Drums
2024-09-30,Freight charges,Regular Client,29578,0,-22879096,Bank,Freight & Conveyance
2024-09-30,Refurbished steel drsums invoice,Al-Baraka Bank,0,124482,-10238817,Bank,Sales - Refurbished Drums
2024-09-30,Bought plastic drums,Punjab Chemicals,155798,0,-5512980,Cash,Purchases - Plastic Drums
2024-09-30,Steael drum sale,tcs courier,0,873946,-22191775,Bank,Sales - Steel Drums
2024-09-30,Refurbished drum sale,Walk-in Customer,0,125075,-338755,Bank,Sales - Refurbished Drums
2024-10-01,Sundry charges,M Ehtisham,4025,0,-23725781,Bank,Miscellaneous
2024-10-01,Online transfer fee,Al-Bapraka Bank,3895,0,-17569608,Cash,Bank Charges
2024-10-01,Sold IBC tanks,Regular Client,0,201126,-18690481,Cash,Sales - IBC Tanks
2024-10-01,Godown rent,TCS Courier,30484,0,-9813629,Bank,Rent
2024-10-01,Paper stock,Metro Traders,12734,0,-4897794,Bank,Office Supplies
2024-10-01,IBC tank sale,Metro Traders,0,415622,-3729075,Bank,Sales - IBC Tanks
2024-10-01,IBC tanks received bill,local supplier,192190,0,-21035218,Cash,Purchases - IBC Tanks
2024-10-01,Storage rent paid,Habib Bank,65890,0,4252597,Cash,Rent
2024-10-01,plastic drum procurement,Punjab Chemicals,95203,0,5409947,Bank,Purchases - Plastic Drums
2024-10-02,IBC tank sale,Al-Baraka Banwk,0,365376,-7601588,Cash,Sales - IBC Tanks
2024-10-02,Sold steel drums,Pakistan Drums Co,0,544437,-4603326,Cash,Sales - Steel Drums
2024-10-02,Steel drums received,Pakistan Drums Co,271019,0,-8193499,Bank,Purchases - Steel Drums
2024-10-02,water bill,Walk-in Cusatomer,3500,0,-6038481,Bank,Utilities
2024-10-02,Bought plastic drums,City Freioght,158789,0,-21354649,Bank,Purchases - Plastic Drums
2024-10-02,Customer IBC payment,Al-Baraka Bank,0,759898,-6525622,Cash,Sales - IBC Tanks
2024-10-02,Cheque book charges,Regular Client,2109,0,4226570,Cash,Bank Charges
2024-10-02,Reconditioning expense,City Freight,22920,0,-4076135,Bank,Refurbishing Costs
2024-10-02,Steel drums dispatched,Al-Baraka Bank,0,126612,-8772263,Bank,Sales - Steel Drums
2024-10-02,Purchase IBC small tanks,Al-Baraka Bank,331544,0,7237910,Bank,Purchases - IBC Tanks
2024-10-02,Paint and coating drums,HTG Petro,30431,0,-20419074,Bank,Refurbishing Costs
2024-10-02,Refurbished steel drums invoice,Regular Client,0,102933,-4794861,Bank,Sales - Refurbished Drums
2024-10-02,Purchase steel drums,Al-Baraka Bank,163683,0,-21910517,Bank,Purchases - Steel Drums
2024-10-02,Stationery purchase,Bank Al Fallah,7919,0,148246,Cash,Office Supplies
2024-10-02,Customer payment plasticr drums,Regular Client,0,99628,-21063911,Bank,Sales - Plastic Drums
2024-10-02,Notebook order,City Freight,8341,0,8302217,Bank,Office Supplies
2024-10-03,IBC tanks dispatched,Habib Byank,0,250137,-8066492,Cash,Sales - IBC Tanks
2024-10-03,Plasltic drums received,City Freight,137945,0,-6712298,Cash,Purchases - Plastic Drums
2024-10-03,Monzthly warehouse rent,Regular Client,41979,0,2524994,Cash,Rent
2024-10-03,IBC tanks received bill,TCS Courier,299467,0,-22790468,Cash,Purchases - IBC Tanks
2024-10-03,Plastic drumk sale,Al-Baraka Bank,0,72315,-13825399,Bank,Sales - Plastic Drums
2024-10-03,sandblasting cost,Meezan Bank,52661,0,-22403911,Cash,Refurbishing Costs
2024-10-03,Plafstic drum procurement,Metro Traders,160298,0,8079361,Bank,Purchases - Plastic Drums
2024-10-03,IBC tank sale,htg petro,0,545963,-21930791,Cash,Sales - IBC Tanks
2024-10-03,IBC tank sale,Pakistan Drums Co,0,563852,-19058588,Bank,Sales - IBC Tanks
2024-10-03,Refurbished steel drums invoice,Local Supplier,0,20511,-17321772,Bank,Sales - Refurbished Drums
2024-10-03,Steel drums dispatched,Walk-in Customer,0,514247,-1014332,Bank,Sales - Steel Drums
2024-10-04,Customer payment plastic drums,M Ehtisham,0,41471,-4099414,Cash,Sales - Plastic Drums
2024-10-04,Delivery cuharges,Meezan Bank,34845,0,-715253,Cash,Freight & Conveyance
2024-10-04,Paper stock,Metro Traders,9422,0,-19172715,Cash,Office Supplies
2024-10-04,Purchase plastic drums,Local Supplier,92401,0,-22987540,Bank,Purchases - Plastic Drums
2024-10-04,Paint and coating drums,HTG Petro,5251,0,-13118355,Bank,Refurbishing Costs
2024-10-04,Truck hire drums,Meezan Barnk,11830,0,-2617560,Bank,Freight & Conveyance
2024-10-04,Plastic drums delivered,Local Supplier,0,177555,-8434372,Cash,Sales - Plastic Drums
2024-10-04,Storagey rent paid,Pakistan Drums Co,36868,0,-15057451,Bank,Rent
2024-10-04,Customer pickup steel drums,Regular Client,0,344313,-23773662,Bank,Sales - Steel Drums
2024-10-04,Drums conveyance,Punjab Chemicals,36786,0,7039129,Cash,Freight & Conveyance
2024-10-04,jIBC tanks dispatched,Al-Baraka Bank,0,616853,-6819774,Bank,Sales - IBC Tanks
2024-10-04,Customer pickup steel drums,local supplier,0,96078,-18293122,Cash,Sales - Steel Drums
2024-10-04,Office furniture,Regular Client,1241,0,8488480,Bank,Office Supplies
2024-10-04,Paint and coating drums,Habib Bannk,67561,0,-21244658,Cash,Refurbishing Costs
2024-10-05,Office furniture,City Freight,13618,0,-21619156,Cash,Office Supplies
2024-10-05,Sold preconditioned drums,Bank Al Falah,0,80736,2640336,Bank,Sales - Refurbished Drums
2024-10-05,Watfer bill,Punjab Chemicals,6102,0,-2679387,Bank,Utilities
2024-10-05,Customer payment plastic drums,rBank Al Falah,0,160305,-21539061,Cash,Sales - Plastic Drums
2024-10-05,Steel drums dispatched,Metro Traders,0,411755,2419593,Cash,Sales - Steel Drums
2024-10-05,Plastic drums delivered,Bank Al Falah,0,135925,-8066435,Bank,Sales - Plastic Drums
2024-10-05,IBC tank sale,Local Supplier,0,434270,747547,Bank,Sales - IBC Tanks
2024-10-05,Plastic drums renceived,Bank Al Falah,91748,0,-8581895,Cash,Purchases - Plastic Drums
2024-10-05,Purchase IBC small tanks,walk-in customer,367936,0,2566973,Bank,Purchases - IBC Tanks
2024-10-06,Paper stock,Pakistan Drums Co,14668,0,-18429288,Cash,Office Supplies
2024-10-06,Online transfer fee,Bank Al Falah,1550,0,-18432404,Bank,Bank Charges
2024-10-06,plastic drums received,Pakistan Drums Co,81741,0,1254140,Cash,Purchases - Plastic Drums
2024-10-06,Plastic drum procurement,Local Suppllier,156294,0,-23110942,Cash,Purchases - Plastic Drums
2024-10-06,Refurbished steel drums invoice,Local Supplier,0,65510,-3174110,Cash,Sales - Refurbished Drums
2024-10-06,Plastic drums delivered,Al-Barakka Bank,0,195256,-1533517,Cash,Sales - Plastic Drums
2024-10-06,Reconditioned barrel sale,punjab chemicals,0,132078,8476088,Bank,Sales - Refurbished Drums
2024-10-06,Delivery charges,punjab chemicals,59192,0,378569,Bank,Freight & Conveyance
2024-10-06,Stationery purchase,TCrS Courier,14985,0,-18820119,Cash,Office Supplies
2024-10-06,Plastic drums received,M Ehtisham,36228,0,-5594768,Cash,Purchases - Plastic Drums
2024-10-06,Water bbill,Meezan Bank,17691,0,-227738,Bank,Utilities
2024-10-06,Purchase plasetic drums,M Ehtisham,72136,0,-20877304,Bank,Purchases - Plastic Drums
2024-10-07,Refurbished drum sale,Al-Baraka Bvank,0,68475,-7436627,Cash,Sales - Refurbished Drums
2024-10-07,Customer pickup steel drums,City Freight,0,489871,974342,Bank,Sales - Steel Drums
2024-10-07,Godown rent,Bank Al Falah,57859,0,-6944815,Cash,Rent
2024-10-07,Sandblasting cost,HTG Petro,61921,0,-11392662,Bank,Refurbishing Costs
2024-10-07,General expense,Meezan Bank,5957,0,-19155097,Cash,Miscellaneous
2024-10-07,invoice steel drums,TCS Courier,0,286726,7169258,Cash,Sales - Steel Drums
2024-10-07,Sandblasting cost,Pakistan Drums Co,17579,0,4244423,Bank,Refurbishing Costs
2024-10-07,Cheque book charges,HTG Petrpo,3687,0,-21575139,Cash,Bank Charges
2024-10-07,Plastic drum sale,M Ehtishaem,0,88999,-20256291,Cash,Sales - Plastic Drums
2024-10-07,Drum repair materials,HTG Petrxo,26654,0,-18478980,Cash,Refurbishing Costs
2024-10-08,Godown rent,Pakistan pDrums Co,24787,0,-18500196,Cash,Rent
2024-10-08,Online trvansfer fee,City Freight,2009,0,6049353,Cash,Bank Charges
2024-10-08,Drum refurbishing labour,M Ehtisham,56866,0,-22216927,Cash,Refurbishing Costs
2024-10-08,Drum repair mayterials,Al-Baraka Bank,42666,0,-1085283,Bank,Refurbishing Costs
2024-10-08,Steel drum sale,Habib Bank,0,571812,6146146,Bank,Sales - Steel Drums
2024-10-08,IBC tanks received bill,TCS Courier,363716,0,-19183835,Bank,Purchases - IBC Tanks
2024-10-08,IBC small tank invoice,Regular Client,0,747588,710266,Cash,Sales - IBC Tanks
2024-10-08,Plastic drum procurement,Bank Al Falah,53741,0,-2136346,Bank,Purchases - Plastic Drums
2024-10-08,electricbity bill,Punjab Chemicals,4894,0,-5479992,Cash,Utilities
2024-10-08,Plastic drum procurement,City Freight,175710,0,-16456419,Bank,Purchases - Plastic Drums
2024-10-08,Refurbished drum sale,Bank Al Falah,0,68086,258058,Cash,Sales - Refurbished Drums
2024-10-08,Printer ink,TCS Courier,8252,0,2882518,Cash,Office Supplies
2024-10-08,Paper stock,city freight,1203,0,-16908048,Bank,Office Supplies
2024-10-08,Stationery purchase,Al-Baraka Bank,6097,0,-8062424,Bank,Office Supplies
2024-10-09,Office rent,Habib Bank,36739,0,743607,Bank,Rent
2024-10-09,Customer IBC payment,HTG Pfetro,0,380111,-19160488,Cash,Sales - IBC Tanks
2024-10-09,Bought steel drums HTG Petro,Walk-in Customer,279943,0,-18682755,Cash,Purchases - Steel Drums
2024-10-09,Refurbished steel drums invoice,Habib xBank,0,109696,-23506599,Bank,Sales - Refurbished Drums
2024-10-09,Refurbished steel drums invoice,Meezan Bank,0,28973,-19632658,Bank,Sales - Refurbished Drums
2024-10-09,Refurbished drum sale,Meezan Bank,0,131291,-20510725,Bank,Sales - Refurbished Drums
2024-10-09,Bank commission,Regular Client,4140,0,7233420,Cash,Bank Charges
2024-10-09,Drum refurbishing labour,Pakistan Drums Co,7961,0,-19935157,Bank,Refurbishing Costs
2024-10-09,IBC tank procurement,Walk-in Customer,426700,0,-20391603,Bank,Purchases - IBC Tanks
2024-10-09,Purchase plastic drums,M Ehtisham,64757,0,7223774,Bank,Purchases - Plastic Drums
2024-10-09,Customer payment plastic drums,TCS Courier,0,38157,2523656,Bank,Sales - Plastic Drums
2024-10-09,Office furniture,HTG Petro,4056,0,-2671105,Cash,Office Supplies
2024-10-09,Drum refurbiskhing labour,Bank Al Falah,24107,0,414115,Cash,Refurbishing Costs
2024-10-09,Delivery charges,City Freight,5145,0,-15875105,Bank,Freight & Conveyance
2024-10-09,Plasticd drum procurement,Walk-in Customer,37657,0,-19368670,Cash,Purchases - Plastic Drums
2024-10-09,Freight chbarges,Punjab Chemicals,48118,0,5941546,Bank,Freight & Conveyance
2024-10-09,Purchase plastic drums,Walrk-in Customer,108909,0,4239513,Bank,Purchases - Plastic Drums
2024-10-10,Miscellaneous expense,Metro Traders,7023,0,-15359425,Cash,Miscellaneous
2024-10-10,Sold steel drums,Pakistan Drums Co,0,277335,-24572846,Bank,Sales - Steel Drums
2024-10-10,Plastic drum procurement,Walk-in Customer,33746,0,-19759423,Bank,Purchases - Plastic Drums
2024-10-10,hGodown rent,Habib Bank,23063,0,-19135995,Bank,Rent
2024-10-10,Prlastic drum procurement,Local Supplier,60621,0,2508419,Bank,Purchases - Plastic Drums
2024-10-10,Purchase IBC small tanks,Local Supplier,640787,0,5664378,Cash,Purchases - IBC Tanks
2024-10-10,bank commission,HTG Petro,1439,0,-22755887,Cash,Bank Charges
2024-10-10,Sold IBC tanks,Regular Client,0,173083,-7984806,Cash,Sales - IBC Tanks
2024-10-10,Online transfer fee,Bank Al Falah,1219,0,-15607716,Cash,Bank Charges
2024-10-10,Storage rent paid,Al-Baraka Bank,49679,0,-25084758,Cash,Rent
2024-10-10,Plastic drums received,Al-Baraka Bank,81961,0,5450013,Cash,Purchases - Plastic Drums
2024-10-10,Plastic drums delivered,Habib qBank,0,123359,-14672666,Bank,Sales - Plastic Drums
2024-10-10,Reconditioning expense,HTG Petro,57400,0,-10751885,Cash,Refurbishing Costs
2024-10-10,truck hire drums,Punjab Chemicals,14152,0,8382101,Cash,Freight & Conveyance
2024-10-10,Electricity bill,Bank Al Falah,13251,0,-14172865,Cash,Utilities
2024-10-10,Reconditioned barrel sale,Walk-in Customer,0,22268,-10552881,Bank,Sales - Refurbished Drums
2024-10-10,Refurvbished drum sale,Meezan Bank,0,53270,-5056798,Cash,Sales - Refurbished Drums
2024-10-11,office furniture,Walk-in Customer,6818,0,-23970969,Bank,Office Supplies
2024-10-11,IBC tangks received bill,M Ehtisham,513889,0,6369693,Bank,Purchases - IBC Tanks
2024-10-11,Freight charges,Citjy Freight,35950,0,-19395925,Cash,Freight & Conveyance
2024-10-11,Paper stock,Metro zTraders,8918,0,-18983592,Cash,Office Supplies
2024-10-11,Delivery charges,Local Supplier,14908,0,4421238,Bank,Freight & Conveyance
2024-10-11,Notebook orvder,M Ehtisham,2768,0,-6385872,Cash,Office Supplies
2024-10-11,Notebook order,M Ehtisham,5203,0,-8033760,Cash,Office Supplies
2024-10-11,sold ibc tanks,Regular bClient,0,587033,1347235,Bank,Sales - IBC Tanks
2024-10-11,Paper stock,nM Ehtisham,12154,0,-18246488,Bank,Office Supplies
2024-10-11,Reconditioning expense,TCS Courier,37202,0,-21342883,Cash,Refurbishing Costs
2024-10-11,Steel drums dispatched,Punjacb Chemicals,0,750210,-13996848,Bank,Sales - Steel Drums
2024-10-12,Refurbished drum sale,Walk-in Customer,0,132968,-21679465,Bank,Sales - Refurbished Drums
2024-10-12,Plastic drum sale,HTG Petro,0,34129,-23923115,Cash,Sales - Plastic Drums
2024-10-12,Plastic drums received,Punjab Chemicals,168994,0,-9909879,Bank,Purchases - Plastic Drums
2024-10-12,Internet bill,Pakistan Drums Co,6898,0,259596,Bank,Utilities
2024-10-12,Miscellaneous expense,Al-Baraka Bank,6257,0,-13500565,Cash,Miscellaneous
2024-10-12,General expense,Regular Client,8910,0,548553,Cash,Miscellaneous
2024-10-12,Miscellaneous expense,Bank Al Falah,3474,0,-20035340,Cash,Miscellaneous
2024-10-12,Online transfer fee,Regular Client,2378,0,-16477753,Cash,Bank Charges
2024-10-12,Shop rent,Regular Client,53371,0,-14085495,Cash,Rent
2024-10-12,Stationery purchase,punjab chemicals,8471,0,-4557238,Cash,Office Supplies
2024-10-12,Purchase plastic drums,Al-Baraka Bank,186653,0,-20585619,Bank,Purchases - Plastic Drums
2024-10-12,Steel drum procurement,Metro Traders,348517,0,-17611415,Cash,Purchases - Steel Drums
2024-10-13,Truck hire drumws,Punjab Chemicals,24996,0,-17540639,Bank,Freight & Conveyance
2024-10-13,Bought plastic drums,City Freight,142392,0,-12340612,Cash,Purchases - Plastic Drums
2024-10-13,Water bill,Meezan Baznk,9593,0,-21509750,Bank,Utilities
2024-10-13,IBC tank sale,Walk-in Customer,0,697062,-13532564,Bank,Sales - IBC Tanks
2024-10-13,Cheque book charges,TCS Courier,514,0,-21819193,Bank,Bank Charges
2024-10-13,IBC small tank invoice,HTG Petro,0,590130,-3017700,Cash,Sales - IBC Tanks
2024-10-13,office rent,Habib Bank,50858,0,-12150024,Cash,Rent
2024-10-13,Electricity bill,Habib Bank,4745,0,-4920487,Cash,Utilities
2024-10-13,Petty cash expense,Bank Al Falah,3179,0,-407170,Bank,Miscellaneous
2024-10-13,Transport expense,TCS Couwrier,13958,0,5039170,Bank,Freight & Conveyance
2024-10-13,Transport expense,TCS Courier,48882,0,5164218,Cash,Freight & Conveyance
2024-10-13,Drum refurbishing labour,Punjab Chemicals,14872,0,-20339353,Cash,Refurbishing Costs
2024-10-13,steel drums dispatched,m ehtisham,0,863207,3713924,Cash,Sales - Steel Drums
2024-10-13,IBC small tank invoice,Al-Baraka Bank,0,657851,7580770,Bank,Sales - IBC Tanks
2024-10-13,Plastic drums received,Punjab Chemicals,144828,0,-19889732,Bank,Purchases - Plastic Drums
2024-10-13,vShop rent,HTG Petro,77466,0,-26342437,Cash,Rent
2024-10-13,Reconditioning expense,htg petro,72789,0,341326,Cash,Refurbishing Costs
2024-10-14,Reconditioned bafrrel sale,Al-Baraka Bank,0,121647,-17400212,Bank,Sales - Refurbished Drums
2024-10-14,Paint and coating drums,Habib Bank,43223,0,918571,Bank,Refurbishing Costs
2024-10-14,General expense,bank al falah,4664,0,-13691632,Bank,Miscellaneous
2024-10-14,Customer pickup steel drums,Metro Traders,0,594405,-7962023,Cash,Sales - Steel Drums
2024-10-14,IBC tanks received bill,M Ehtisham,524035,0,-19836277,Bank,Purchases - IBC Tanks
2024-10-14,Sold plastic drums,Metro Traders,0,68837,-9760934,Bank,Sales - Plastic Drums
2024-10-14,Steel drum sale,Mc Ehtisham,0,733485,-20462286,Cash,Sales - Steel Drums
2024-10-14,Office furniture,City Freight,9158,0,-21749629,Bank,Office Supplies
2024-10-14,Invoice steel drums,M oEhtisham,0,462197,-5028982,Bank,Sales - Steel Drums
2024-10-14,General expense,Local Supplier,3069,0,2675883,Cash,Miscellaneous
2024-10-14,Miscellaneous expense,M Ehtisham,909,0,-19026550,Bank,Miscellaneous
2024-10-14,Steel drums received,TCSv Courier,441562,0,272689,Bank,Purchases - Steel Drums
2024-10-14,gas charges,M Ehtisham,9588,0,-14970756,Bank,Utilities
2024-10-14,IBC tanks received bill,Meezan Bank,639631,0,-19324440,Bank,Purchases - IBC Tanks
2024-10-14,Online transfer fee,TCS Courier,4264,0,-16983454,Bank,Bank Charges
2024-10-15,Refurbished drum sale,Regular Client,0,21699,7222050,Bank,Sales - Refurbished Drums
2024-10-15,Phone bill,m ehtisham,12330,0,2678952,Bank,Utilities
2024-10-15,Drums conveyance,HTG Petro,19648,0,-14747058,Bank,Freight & Conveyance
2024-10-15,Misjcellaneous expense,Walk-in Customer,515,0,-2824923,Cash,Miscellaneous
2024-10-15,Bank service charges,Pakistan Drums Co,3903,0,-20837863,Bank,Bank Charges
2024-10-15,Sundry chargtes,Habib Bank,3793,0,335968,Bank,Miscellaneous
2024-10-15,Drum repair materials,Metro Traders,22731,0,-10140044,Bank,Refurbishing Costs
2024-10-15,Reconditioning expense,Meezan Bank,77307,0,-22919122,Bank,Refurbishing Costs
2024-10-15,Bought plastic drums,HTG Peitro,169184,0,-18603623,Cash,Purchases - Plastic Drums
2024-10-15,Steel drums received,meezan bank,47936,0,-14640443,Cash,Purchases - Steel Drums
2024-10-15,triansport expense,Pakistan Drums Co,13816,0,-24455872,Cash,Freight & Conveyance
2024-10-15,Sundry charges,Meezan Bank,7516,0,-19066104,Bank,Miscellaneous
2024-10-15,Drum repair materials,Habib Bank,9002,0,-10888915,Bank,Refurbishing Costs
2024-10-15,Bank commission,walk-in scustomer,923,0,3523902,Bank,Bank Charges
2024-10-16,drum repair materials,punjab chemicals,33537,0,-23586104,Bank,Refurbishing Costs
2024-10-16,Water bill,Metro Traders,7978,0,-10876629,Bank,Utilities
2024-10-16,Sold plastic drums,City Freight,0,140295,-10742720,Cash,Sales - Plastic Drums
2024-10-16,Bank service charges,Regular Client,1510,0,2013223,Cash,Bank Charges
2024-10-16,Drum refurbishing labour,Habib Bank,58562,0,-18561368,Cash,Refurbishing Costs
2024-10-16,Electricity bill,HTG Petro,3226,0,7946568,Bank,Utilities
2024-10-16,Steelf drum sale,Punjab Chemicals,0,319877,-20251316,Cash,Sales - Steel Drums
2024-10-17,Sterel drums received,City Freight,661049,0,-10278295,Bank,Purchases - Steel Drums
2024-10-17,IBC small tank invoice,regular client,0,734313,2597146,Cash,Sales - IBC Tanks
2024-10-17,IBC tank sale,Bank Al Falcah,0,151769,-19937115,Bank,Sales - IBC Tanks
2024-10-17,Steel drum procurement,HTG Pfetro,494438,0,-26292425,Bank,Purchases - Steel Drums
2024-10-17,Transport expense,Pakistan Drums Co,57735,0,-21742402,Bank,Freight & Conveyance
2024-10-17,Shop rent,Metro Traders,36390,0,-6171796,Bank,Rent
2024-10-17,Transport expense,TCS Courier,19625,0,-13237908,Bank,Freight & Conveyance
2024-10-17,Refurbished drum sale,Local Supplier,0,59894,-22274622,Bank,Sales - Refurbished Drums
2024-10-17,Transportg expense,Al-Baraka Bank,28311,0,-20888748,Bank,Freight & Conveyance
2024-10-17,paper stock,Punjab Chemicals,7539,0,-14503732,Cash,Office Supplies
2024-10-17,Sold IBC tanks,HTG Petro,0,557221,5110317,Cash,Sales - IBC Tanks
2024-10-17,Purchase IBC small tanks,Regular Client,479834,0,-24552213,Bank,Purchases - IBC Tanks
2024-10-17,Internet bill,HTG Petro,18314,0,-18438459,Bank,Utilities
2024-10-17,Printer ink,HTG Petro,5062,0,-13128815,Cash,Office Supplies
2024-10-17,IBC tanks dispatched,htg petro,0,791900,-20277739,Bank,Sales - IBC Tanks
2024-10-17,Bought plastic drums,Punjab Chemicaxls,153372,0,-12265493,Bank,Purchases - Plastic Drums
2024-10-17,Online transfer fee,Pakistan Drums Co,3831,0,-20893980,Bank,Bank Charges
2024-10-17,General expense,Meezan Bank,7719,0,-24226516,Bank,Miscellaneous
2024-10-18,Internet bill,Bank Al Falah,19934,0,-23309684,Bank,Utilities
2024-10-18,Paint and coating drums,Meezan Bank,50510,0,-18203625,Bank,Refurbishing Costs
2024-10-18,Steel drums received,HTG Petro,587783,0,-16386391,Bank,Purchases - Steel Drums
2024-10-18,Gas charges,Walk-in Customer,16591,0,-8645273,Cash,Utilities
2024-10-18,Steel drums received,Bank Al Falah,661005,0,-19482504,Cash,Purchases - Steel Drums
2024-10-18,truck hire drums,Metro Traders,30266,0,-17510577,Cash,Freight & Conveyance
2024-10-18,IBC tanks fdispatched,Metro Traders,0,401976,-13136500,Bank,Sales - IBC Tanks
2024-10-18,Steel drum sale,al-barakda bank,0,65845,5213100,Cash,Sales - Steel Drums
2024-10-18,Customer IBC payment,M Ehtisham,0,486823,7806286,Bank,Sales - IBC Tanks
2024-10-18,Drums conveyance,Habib Bank,34334,0,-18672648,Cash,Freight & Conveyance
2024-10-18,Electricity bill,Pakistan Drums Co,5212,0,-19370664,Bank,Utilities
2024-10-18,Reconditioning expense,City Freight,14008,0,-401026,Bank,Refurbishing Costs
2024-10-18,Reconditioning expense,HTG Petro,77469,0,1317711,Cash,Refurbishing Costs
2024-10-18,ibc tank procurement,Regular Client,190493,0,344067,Cash,Purchases - IBC Tanks
2024-10-18,Purechase plastic drums,HTG Petro,33512,0,-20403478,Cash,Purchases - Plastic Drums
2024-10-19,Customer pickup steel drums,Habib Bank,0,311353,-16373113,Bank,Sales - Steel Drums
2024-10-19,Sold reconditioned drums,hxabib bank,0,26863,-23284456,Cash,Sales - Refurbished Drums
2024-10-19,Bought plastic dryums,Habib Bank,47445,0,-1091180,Bank,Purchases - Plastic Drums
2024-10-19,ibc tanks received bill,Habib Bank,117080,0,-21132616,Cash,Purchases - IBC Tanks
2024-10-19,Stdeel drums received,Bank Al Falah,837785,0,-8348194,Bank,Purchases - Steel Drums
2024-10-19,Interqnet bill,Local Svupplier,5004,0,-8028557,Bank,Utilities
2024-10-19,ibc tank procurement,City Freight,559750,0,-14729126,Bank,Purchases - IBC Tanks
2024-10-19,Truck hire drums,Local Supplier,59320,0,1922345,Bank,Freight & Conveyance
2024-10-19,Invoice plastic drums,m ehtisham,0,130516,-22044619,Bank,Sales - Plastic Drums
2024-10-19,Customer IBC payment,Punjab Chemicals,0,690200,-568587,Bank,Sales - IBC Tanks
2024-10-19,Steel drum procurement,TCS Courier,834623,0,-13079732,Bank,Purchases - Steel Drums
2024-10-19,Notebook order,TCS Courier,2932,0,-6992142,Bank,Office Supplies
2024-10-19,Bought plastic drums,M Ehtisham,119420,0,-24307210,Cash,Purchases - Plastic Drums
2024-10-20,Electricity bill,TCS Courier,4002,0,7384190,Bank,Utilities
2024-10-20,IBC small tank invoice,bank al falah,0,239649,-18069388,Cash,Sales - IBC Tanks
2024-10-20,Plastic drums delivered,Walk-in Customer,0,49325,-20643810,Cash,Sales - Plastic Drums
2024-10-20,Transport expense,city freight,33412,0,-21391525,Bank,Freight & Conveyance
2024-10-20,Bought dsteel drums HTG Petro,Habib Bank,312014,0,-13218283,Bank,Purchases - Steel Drums
2024-10-20,Shop rent,Meezan Bank,30581,0,-8154862,Cash,Rent
2024-10-20,Cheque book charges,City Freight,1957,0,4988816,Cash,Bank Charges
2024-10-20,Paint and coating drums,pakistan drums cuo,31569,0,-6732560,Cash,Refurbishing Costs
2024-10-20,Gas charges,Walk-in Custlomer,7810,0,-14183227,Bank,Utilities
2024-10-20,Stationery purchase,Local Supplier,3011,0,-21783048,Bank,Office Supplies
2024-10-20,Reconditioning expense,Walk-in Customer,37700,0,-19159475,Bank,Refurbishing Costs
2024-10-21,Office rent,kWalk-in Customer,50332,0,7730908,Cash,Rent
2024-10-21,IBC tanks received bill,Habib Bank,604647,0,4384169,Cash,Purchases - IBC Tanks
2024-10-21,Stationery purchase,htg petro,11684,0,4895773,Cash,Office Supplies
2024-10-21,Office rent,Local Supplier,28400,0,-9938279,Bank,Rent
2024-10-21,Shopf rent,Metro Traders,60541,0,366046,Cash,Rent
2024-10-21,Plastic drums delivered,Al-Baraka Bank,0,192053,-6039503,Bank,Sales - Plastic Drums
